event_id,path,main
62726,https://www.nycgovparks.org/common_images/events/full/509d3def97b32.jpg,1
62727,https://www.nycgovparks.org/common_images/events/full/509d3def97b32.jpg,1
62728,https://www.nycgovparks.org/common_images/events/full/509d3def97b32.jpg,1
62735,https://www.nycgovparks.org/common_images/events/full/504673a23bc39.jpg,1
62768,https://www.nycgovparks.org/common_images/events/full/5048dfcd793b2.jpg,1
62769,https://www.nycgovparks.org/common_images/events/full/5048dfcd793b2.jpg,1
62770,https://www.nycgovparks.org/common_images/events/full/5048dfcd793b2.jpg,1
62771,https://www.nycgovparks.org/common_images/events/full/50477b4c8533e.jpg,1
62804,https://www.nycgovparks.org/common_images/events/full/5048c86e644b2.JPG,1
62805,https://www.nycgovparks.org/common_images/events/full/5048c86e644b2.JPG,1
62806,https://www.nycgovparks.org/common_images/events/full/5048c86e644b2.JPG,1
62807,https://www.nycgovparks.org/common_images/events/full/5048f4fe2373d.JPG,1
62809,https://www.nycgovparks.org/common_images/events/full/504a0dec9f403.jpg,1
62810,https://www.nycgovparks.org/common_images/events/full/504a0dec9f403.jpg,1
62916,https://www.nycgovparks.org/common_images/events/full/5053543c08539.jpg,1
62937,https://www.nycgovparks.org/common_images/events/full/505755728bc0a.jpg,1
62955,https://www.nycgovparks.org/common_images/events/full/50648fcd972bd.jpg,1
62956,https://www.nycgovparks.org/common_images/events/full/50648fcd972bd.jpg,1
62957,https://www.nycgovparks.org/common_images/events/full/50648fcd972bd.jpg,1
62958,https://www.nycgovparks.org/common_images/events/full/5064904f1ba82.jpg,1
62959,https://www.nycgovparks.org/common_images/events/full/5064904f1ba82.jpg,1
62960,https://www.nycgovparks.org/common_images/events/full/5064904f1ba82.jpg,1
62961,https://www.nycgovparks.org/common_images/events/full/506490ecc785e.JPG,1
62962,https://www.nycgovparks.org/common_images/events/full/506490ecc785e.JPG,1
62963,https://www.nycgovparks.org/common_images/events/full/506490ecc785e.JPG,1
62965,https://www.nycgovparks.org/common_images/events/full/5064915388ffb.jpg,1
62966,https://www.nycgovparks.org/common_images/events/full/5064915388ffb.jpg,1
62967,https://www.nycgovparks.org/common_images/events/full/5064915388ffb.jpg,1
62983,https://www.nycgovparks.org/common_images/events/full/5058be16b690f.jpg,1
63076,https://www.nycgovparks.org/common_images/events/full/505cab5aecf5c.jpg,1
63076,https://www.nycgovparks.org/common_images/events/full/505cad798b46b.jpg,0
63119,https://www.nycgovparks.org/common_images/events/full/50608f26ad9db.jpg,1
63119,https://www.nycgovparks.org/common_images/events/full/50608f43e1f44.jpg,0
63119,https://www.nycgovparks.org/common_images/events/full/50608f5d8730a.jpg,0
63120,https://www.nycgovparks.org/common_images/events/full/50608f26ad9db.jpg,1
63120,https://www.nycgovparks.org/common_images/events/full/50608f43e1f44.jpg,0
63120,https://www.nycgovparks.org/common_images/events/full/50608f5d8730a.jpg,0
63122,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63123,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63124,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63125,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63126,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63127,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63128,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63129,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63130,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63131,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63132,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63133,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63134,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63135,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63136,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63137,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63138,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63139,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63140,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63141,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63142,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63143,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63144,https://www.nycgovparks.org/common_images/events/full/5061f5ec5fce7.jpg,1
63150,https://www.nycgovparks.org/common_images/events/full/50648e1e9fdfe.jpg,1
63151,https://www.nycgovparks.org/common_images/events/full/5064b07be21b0.jpg,1
63301,https://www.nycgovparks.org/common_images/events/full/50661020910d0.jpg,1
63307,https://www.nycgovparks.org/common_images/events/full/5068541f0fd16.png,1
63308,https://www.nycgovparks.org/common_images/events/full/50685667d97f9.png,1
63428,https://www.nycgovparks.org/common_images/events/full/506db7b0d134b.pdf,1
63463,https://www.nycgovparks.org/common_images/events/full/506c912da64c3.JPG,1
63464,https://www.nycgovparks.org/common_images/events/full/506c912da64c3.JPG,1
63465,https://www.nycgovparks.org/common_images/events/full/506c912da64c3.JPG,1
63466,https://www.nycgovparks.org/common_images/events/full/506c925eba84b.jpg,1
63467,https://www.nycgovparks.org/common_images/events/full/506c9a12d84fc.jpg,1
63468,https://www.nycgovparks.org/common_images/events/full/506c9a12d84fc.jpg,1
63469,https://www.nycgovparks.org/common_images/events/full/506c9a12d84fc.jpg,1
63472,https://www.nycgovparks.org/common_images/events/full/506cad6c24ead.gif,1
63486,https://www.nycgovparks.org/common_images/events/full/506f15355a4f4.jpg,1
63486,https://www.nycgovparks.org/common_images/events/full/506f15440eb5e.jpg,0
63496,https://www.nycgovparks.org/common_images/events/full/5074617a9f714.jpg,1
63496,https://www.nycgovparks.org/common_images/events/full/507462319045d.gif,0
63496,https://www.nycgovparks.org/common_images/events/full/5074627ec9032.jpg,0
63497,https://www.nycgovparks.org/common_images/events/full/5074617a9f714.jpg,1
63497,https://www.nycgovparks.org/common_images/events/full/507462319045d.gif,0
63497,https://www.nycgovparks.org/common_images/events/full/5074627ec9032.jpg,0
63498,https://www.nycgovparks.org/common_images/events/full/5074617a9f714.jpg,1
63498,https://www.nycgovparks.org/common_images/events/full/507462319045d.gif,0
63498,https://www.nycgovparks.org/common_images/events/full/5074627ec9032.jpg,0
63499,https://www.nycgovparks.org/common_images/events/full/5074617a9f714.jpg,1
63499,https://www.nycgovparks.org/common_images/events/full/507462319045d.gif,0
63499,https://www.nycgovparks.org/common_images/events/full/5074627ec9032.jpg,0
63500,https://www.nycgovparks.org/common_images/events/full/5074617a9f714.jpg,1
63500,https://www.nycgovparks.org/common_images/events/full/507462319045d.gif,0
63500,https://www.nycgovparks.org/common_images/events/full/5074627ec9032.jpg,0
63501,https://www.nycgovparks.org/common_images/events/full/5074617a9f714.jpg,1
63501,https://www.nycgovparks.org/common_images/events/full/507462319045d.gif,0
63501,https://www.nycgovparks.org/common_images/events/full/5074627ec9032.jpg,0
63502,https://www.nycgovparks.org/common_images/events/full/5074617a9f714.jpg,1
63502,https://www.nycgovparks.org/common_images/events/full/507462319045d.gif,0
63502,https://www.nycgovparks.org/common_images/events/full/5074627ec9032.jpg,0
63508,https://www.nycgovparks.org/common_images/events/full/507491f812c1d.jpg,1
